,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Tropical Cyclo… BRISBANE,Tropical Cyclo… BRISBANE,LOC,-0.04000000,0.36000000,en,1.00000000,,0,,,,,,
lan… BRISBANE,lan… BRISBANE,GPE,-0.15000000,0.35000000,en,1.00000000,,0,,,,,,
St. Lucia,St. Lucia,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
First Atlantic Hurricane,First Atlantic Hurricane,LOC,-0.17500000,0.61666667,en,1.00000000,,0,,,,,,
Lao… Yangon,Lao… Yangon,GPE,-0.00833333,0.34166667,en,1.00000000,,0,,,,,,
MARSHFIELD,MARSHFIELD,GPE,-0.03232323,0.50707071,en,1.00000000,,5261969,P,44.66885,-90.1718,NORTH-AMERICA,United States,CNA
the Greater Antilles,the Greater Antilles,LOC,0.25000000,0.25000000,en,1.00000000,,0,,,,,,
Matlacha,Matlacha,GPE,0.70000000,0.80000000,en,1.00000000,,0,,,,,,
the eastern Gulf of Mexico,the eastern Gulf of Mexico,LOC,0.11818182,0.72727273,en,1.00000000,,0,,,,,,
Debby,Debby,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Tropical Storm Debby,Tropical Storm Debby,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Warm Gulf,Warm Gulf,LOC,0.60000000,0.60000000,en,1.00000000,,0,,,,,,
Cedar Key,Cedar Key,LOC,0.00000000,1.00000000,en,1.00000000,,4150358,L,29.15302,-83.04707,NORTH-AMERICA,United States,ENA
Florida Beaches,Florida Beaches,LOC,0.30000000,0.10000000,en,1.00000000,,7602002,S,30.3578,-85.79892,NORTH-AMERICA,United States,ENA
coke ashore,coke ashore,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Hoa B…,Hoa B…,GPE,-0.01666667,0.26666667,en,1.00000000,,0,,,,,,
Tropical Storm Francine,Tropical Storm Francine,LOC,-0.02121212,0.31818182,en,1.00000000,,0,,,,,,
METAIRIE,METAIRIE,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
La.,La.,GPE,-0.05000000,0.05000000,en,1.00000000,,0,,,,,,
Accor,Accor,GPE,0.16666667,0.33333333,en,1.00000000,,10124586,S,1.24517,103.82791,ASIA,Singapore,SEA
Yangon,Yangon,GPE,0.08750000,0.51250000,en,1.00000000,4133122-9,1298824,P,16.80528,96.15611,ASIA,Myanmar,SEA
Barnet,Barnet,GPE,0.12500000,0.15833333,en,1.00000000,4261176-3,2656295,P,51.65,-0.2,EUROPE,United Kingdom,NEU
NH,NH,GPE,0.00000000,0.00000000,en,1.00000000,,12213178,L,42.5179,-71.02193,NORTH-AMERICA,United States,ENA
Carriacou island,Carriacou island,LOC,-0.60000000,0.90000000,en,1.00000000,,0,,,,,,
Saint Vincent,Saint Vincent,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Caribbean island,Caribbean island,LOC,-0.16666667,1.70000000,en,1.00000000,,0,,,,,,
Israel,Israel,GPE,0.68000000,1.97000000,en,1.00000000,,0,,,,,,
Atlanti,Atlanti,GPE,-0.65000000,0.80000000,en,1.00000000,4003388-0,3373405,H,10.0,-25.0,ATLANTIC,,NAO
Middle East,Middle East,LOC,0.00000000,0.00000000,en,1.00000000,,6269133,L,33.13906,35.85869,EUROPE-AFRICA,Syria,MED
Atlantic season's,Atlantic season's,GPE,0.27500000,0.66666667,en,1.00000000,,0,,,,,,
Cayman,Cayman,GPE,-0.20000000,0.40000000,en,1.00000000,,0,,,,,,
National Oceanic,National Oceanic,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
WMO,WMO,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
TULUM,TULUM,GPE,0.16666667,0.33333333,en,1.00000000,,0,,,,,,
Tulum,Tulum,GPE,0.10000000,0.40000000,en,1.00000000,,3515039,S,20.21472,-87.42889,CENTRAL-AMERICA,Mexico,SCA
North Atlantic Ocean,North Atlantic Ocean,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Austin,Austin,GPE,-0.10000000,0.40000000,en,1.00000000,4079879-3,4671654,P,30.26715,-97.74306,NORTH-AMERICA,United States,CNA
Missouri,Missouri,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Illinois,Illinois,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Indiana,Indiana,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
NORTH CAROLINA - SEPTEMBER,NORTH CAROLINA - SEPTEMBER,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
3rd Congressional District,3rd Congressional District,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Caicos,Caicos,GPE,0.22083333,0.56250000,en,1.00000000,,0,,,,,,
Tri-State,Tri-State,GPE,-0.20000000,0.50000000,en,1.00000000,,0,,,,,,
Cape Verde hurricanes,Cape Verde hurricanes,LOC,0.40000000,0.75000000,en,1.00000000,,0,,,,,,
the Atlantic Oceans,the Atlantic Oceans,LOC,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
East Coast Hurricane Erin,East Coast Hurricane Erin,LOC,-0.18500000,0.56000000,en,1.00000000,,0,,,,,,
NC,NC,GPE,0.02169913,0.55844156,en,1.00000000,,0,,,,,,
NORTH CAROLINA,NORTH CAROLINA,GPE,-0.40000000,0.73333333,en,1.00000000,,0,,,,,,
North Car NORTH CAROLINA,North Car NORTH CAROLINA,LOC,-0.40000000,0.73333333,en,1.00000000,,0,,,,,,
Erin,Erin,LOC,0.00000000,0.00000000,en,1.00000000,,3042196,P,54.08487,-4.75099,EUROPE,Isle of Man,NEU
Next Atlantic,Next Atlantic,LOC,0.00000000,0.42000000,en,1.00000000,,0,,,,,,
expe,expe,GPE,0.00000000,0.40000000,en,1.00000000,,0,,,,,,
Tropical Storm Fernand,Tropical Storm Fernand,LOC,-0.25000000,0.40000000,en,1.00000000,,0,,,,,,
Typhoon Kajiki,Typhoon Kajiki,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
eastern Pacific,eastern Pacific,LOC,-0.03181818,1.12727273,en,1.00000000,,0,,,,,,
the Pacific Coast,the Pacific Coast,LOC,0.00000000,0.70000000,en,1.00000000,,12212303,L,37.02332,-77.36954,NORTH-AMERICA,United States,ENA
Guinea,Guinea,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
AUGUSTA,AUGUSTA,GPE,0.50000000,0.50000000,en,1.00000000,7669249-8,4957003,P,44.31062,-69.77949,NORTH-AMERICA,United States,ENA
the Atlantic Ocean’s,the Atlantic Ocean’s,LOC,-0.11111111,0.37777778,en,1.00000000,,0,,,,,,
USNPR N.C.,USNPR N.C.,GPE,0.07961310,0.42901786,en,1.00000000,,0,,,,,,
Augusta,Augusta,GPE,0.50000000,0.50000000,en,1.00000000,7669249-8,4957003,P,44.31062,-69.77949,NORTH-AMERICA,United States,ENA
Coney Island,Coney Island,GPE,0.13636364,0.45454545,en,1.00000000,,2965240,T,54.29861,-8.58778,EUROPE,Ireland,NEU
Anguilla,Anguilla,GPE,0.00000000,0.40000000,en,1.00000000,,0,,,,,,
St. Martin,St. Martin,GPE,0.30000000,1.00000000,en,1.00000000,,0,,,,,,
St. Barthelemy,St. Barthelemy,GPE,0.30000000,1.00000000,en,1.00000000,,0,,,,,,
Sint Maarten,Sint Maarten,GPE,0.30000000,1.00000000,en,1.00000000,,0,,,,,,
Puerto Rico Erin,Puerto Rico Erin,GPE,0.10000000,0.55000000,en,1.00000000,,0,,,,,,
the United States East Coast,the United States East Coast,GPE,-0.03000000,0.52666667,en,1.00000000,,0,,,,,,
Hatteras Island,Hatteras Island,GPE,-0.06250000,0.43750000,en,1.00000000,,4470217,T,35.40823,-75.48682,NORTH-AMERICA,United States,ENA
DARE COUNTY,DARE COUNTY,GPE,-0.06250000,0.43750000,en,1.00000000,,4477895,S,35.91741,-75.70013,NORTH-AMERICA,United States,ENA
Va.,Va.,GPE,-0.06250000,0.43750000,en,1.00000000,4015701-5,6255148,L,48.69096,9.14062,EUROPE,Germany,WCE
Central NC,Central NC,GPE,-0.15625000,0.46875000,en,1.00000000,,8030594,A,4.0,73.16667,INDIAN,Maldives,EIO
the Eastern Seaboard,the Eastern Seaboard,LOC,-0.15000000,0.25000000,en,1.00000000,,0,,,,,,
Hurricane Erin,Hurricane Erin,GPE,0.00000000,1.00000000,en,1.00000000,,0,,,,,,
Germanys,Germanys,GPE,-0.05000000,0.51250000,en,1.00000000,,4064033,R,32.9654,-85.6469,NORTH-AMERICA,United States,ENA
South…,South…,GPE,-0.05000000,0.51250000,en,1.00000000,,0,,,,,,
Hyde County,Hyde County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
GEORGIA,GEORGIA,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Track,Track,GPE,0.33333333,0.66666667,en,1.00000000,,-1,,,,,,
Pensacola,Pensacola,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Taiwa,Taiwa,GPE,-0.06666667,0.14166667,en,1.00000000,,0,,,,,,
Wedn,Wedn,GPE,-0.01250000,0.48750000,en,1.00000000,,0,,,,,,
Tropical Storm Humberto,Tropical Storm Humberto,LOC,-0.13500000,0.36000000,en,1.00000000,,0,,,,,,
Thursda,Thursda,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Southeastern coast,Southeastern coast,LOC,-0.10000000,0.10000000,en,1.00000000,,0,,,,,,
Myrtle Beach Hurricane,Myrtle Beach Hurricane,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Opong,Opong,GPE,0.11666667,0.21666667,en,1.00000000,,-1,,,,,,
Dela Paz,Dela Paz,GPE,0.11666667,0.21666667,en,1.00000000,,-1,,,,,,
Binan,Binan,GPE,0.11666667,0.21666667,en,1.00000000,,-1,,,,,,
Laguna province,Laguna province,GPE,0.11666667,0.21666667,en,1.00000000,,-1,,,,,,
the Southeast US,the Southeast US,LOC,0.00000000,1.00000000,en,1.00000000,,0,,,,,,
Atlantic Ocean Meteorologists,Atlantic Ocean Meteorologists,LOC,-0.13958333,0.51041667,en,1.00000000,,0,,,,,,
Brush Caribbean Beaches,Brush Caribbean Beaches,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Southeast US,Southeast US,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
DC,DC,GPE,0.05000000,0.15000000,en,1.00000000,,-1,,,,,,
Imelda,Imelda,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Northern Atlantic,the Northern Atlantic,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Chinas,Chinas,GPE,-0.11166667,0.35833333,en,1.00000000,,0,,,,,,
Hong Kong Grounds Flights,Hong Kong Grounds Flights,GPE,0.33333333,0.66666667,en,1.00000000,,-1,,,,,,
SHENZHEN,SHENZHEN,GPE,-0.03333333,0.13333333,en,1.00000000,,0,,,,,,
Gabrielle,Gabrielle,GPE,-0.40000000,0.70000000,en,1.00000000,,0,,,,,,
South China,South China,LOC,0.33333333,0.66666667,en,1.00000000,,-1,,,,,,
Guangdong Province,Guangdong Province,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Taiwanese Island,Taiwanese Island,LOC,0.36666667,0.78333333,en,1.00000000,,0,,,,,,
Orchid Island,Orchid Island,LOC,0.28666667,0.65333333,en,1.00000000,,0,,,,,,
Guangzhou,Guangzhou,GPE,0.50000000,0.90000000,en,1.00000000,,-1,,,,,,
Bay of Bengal,Bay of Bengal,LOC,0.33333333,0.66666667,en,1.00000000,,0,,,,,,
Kolkata,Kolkata,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Naples,Naples,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Marco Island,Marco Island,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
superma,superma,GPE,0.29555556,0.59111111,en,1.00000000,,0,,,,,,
OpenAI,OpenAI,GPE,-0.20000000,0.30000000,en,1.00000000,,0,,,,,,
Hong Kong … Hong Kong,Hong Kong … Hong Kong,GPE,0.14444444,0.32222222,en,1.00000000,,0,,,,,,
Hong Kongs,Hong Kongs,GPE,0.05555556,0.27111111,en,1.00000000,,-1,,,,,,
HONG KONG Streets,HONG KONG Streets,GPE,-0.10000000,0.20000000,en,1.00000000,,-1,,,,,,
the Northern Leeward Islands,the Northern Leeward Islands,LOC,0.12500000,0.16666667,en,1.00000000,,0,,,,,,
East CoastTropical Storm Dexter,East CoastTropical Storm Dexter,LOC,-0.13333333,0.33333333,en,1.00000000,,0,,,,,,
St. Augustine,St. Augustine,GPE,0.03333333,0.06666667,en,1.00000000,,-1,,,,,,
Ningaloo,Ningaloo,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Broome,Broome,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Australian Coast,Australian Coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
West Australia's,West Australia's,GPE,-0.49000000,0.64000000,en,1.00000000,,-1,,,,,,
sydney,sydney,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Whim Creek,Whim Creek,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Po…,Po…,GPE,0.80000000,0.90000000,en,1.00000000,,0,,,,,,
Australias west coast,Australias west coast,LOC,-0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
Great Northern Highwa,Great Northern Highwa,GPE,0.80000000,0.75000000,en,1.00000000,,-1,,,,,,
the Wide Bay region,the Wide Bay region,LOC,0.00000000,0.70000000,en,1.00000000,,-1,,,,,,
French Indian Ocean,French Indian Ocean,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
MELBOURNE,MELBOURNE,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the Gold Coast,the Gold Coast,LOC,-0.02857143,0.44285714,en,1.00000000,,-1,,,,,,
Sunshine Coast,Sunshine Coast,LOC,-0.02857143,0.44285714,en,1.00000000,,-1,,,,,,
Eastern Australia,Eastern Australia,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Queenslan,Queenslan,GPE,0.00476190,0.30952381,en,1.00000000,,-1,,,,,,
the Gulf of Carperntaria,the Gulf of Carperntaria,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Barrow Island,Barrow Island,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the North Atlantic Ocean,the North Atlantic Ocean,LOC,0.12784091,0.33238636,en,1.00000000,,0,,,,,,
Sichuan,Sichuan,GPE,-0.10500000,0.18500000,en,1.00000000,,-1,,,,,,
Casper Planet,Casper Planet,LOC,-0.40000000,0.60000000,en,1.00000000,,-1,,,,,,
St Augustine,St Augustine,GPE,0.00277778,0.28055556,en,1.00000000,,-1,,,,,,
Project,Project,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
a Tropical Storm,a Tropical Storm,LOC,0.16666667,0.75000000,en,1.00000000,,-1,,,,,,
Augus,Augus,GPE,-0.04166667,0.12500000,en,1.00000000,,-1,,,,,,
Dallas,Dallas,GPE,0.00000000,0.29166667,en,1.00000000,,-1,,,,,,
Belize,Belize,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
BEIJING,BEIJING,GPE,-0.03125000,0.25000000,en,1.00000000,,0,,,,,,
Latin America &amp,Latin America &amp,LOC,0.22500000,0.75000000,en,1.00000000,,0,,,,,,
HAVANA,HAVANA,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
the U.S. Gulf,the U.S. Gulf,LOC,0.00000000,0.25000000,en,1.00000000,,0,,,,,,
San Juan,San Juan,GPE,-0.05000000,0.18333333,en,1.00000000,,-1,,,,,,
Tamil Nadu,Tamil Nadu,LOC,0.04166667,0.45833333,en,1.00000000,,0,,,,,,
Mada,Mada,GPE,-0.12500000,0.37500000,en,1.00000000,,-1,,,,,,
FRANCE,FRANCE,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Eastern Coast,Eastern Coast,LOC,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
Victoria,Victoria,GPE,-0.18750000,0.50000000,en,1.00000000,,-1,,,,,,
Dexter,Dexter,GPE,-0.13333333,0.60000000,en,1.00000000,,0,,,,,,
Eastern Pacific Ocean,Eastern Pacific Ocean,LOC,0.02500000,0.25000000,en,1.00000000,,-1,,,,,,
Tuxpan,Tuxpan,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tropical Storm Barry,Tropical Storm Barry,LOC,-0.15000000,0.30000000,en,1.00000000,,-1,,,,,,
the southeast coast,the southeast coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tokyo,Tokyo,GPE,0.01666667,1.36666667,en,1.00000000,,0,,,,,,
Drench Gulf Coast,Drench Gulf Coast,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Alabama,Alabama,GPE,-0.05000000,0.55000000,en,1.00000000,,-1,,,,,,
Mac,Mac,GPE,0.03125000,0.25000000,en,1.00000000,,-1,,,,,,
Fort Myers Beach,Fort Myers Beach,GPE,-0.10000000,0.00000000,en,1.00000000,,-1,,,,,,
Jordan,Jordan,GPE,-0.10000000,0.25000000,en,1.00000000,,-1,,,,,,
the Gulf inland,the Gulf inland,LOC,-0.07500000,0.14166667,en,1.00000000,,-1,,,,,,
MEXICO,MEXICO,GPE,-0.10000000,0.40000000,en,1.00000000,,0,,,,,,
"Pacific
","Pacific
",GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lee County,Lee County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
South Carolin,South Carolin,LOC,-0.07500000,0.40000000,en,1.00000000,,-1,,,,,,
the Eastern United States,the Eastern United States,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Gulf's Bay of Campeche,the Gulf's Bay of Campeche,LOC,0.15000000,0.55000000,en,1.00000000,,-1,,,,,,
Manzanillo,Manzanillo,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
SA,SA,GPE,-0.18750000,0.50000000,en,1.00000000,,-1,,,,,,
Zihuatanejo,Zihuatanejo,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Adelaide Hills,the Adelaide Hills,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Outback Queensland,Outback Queensland,GPE,-1.00000000,1.00000000,en,1.00000000,,-1,,,,,,
North Stradbroke,North Stradbroke,LOC,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Minjerribah,Minjerribah,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Moreton,Moreton,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
the Tweed Valley,the Tweed Valley,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Kimberley coast,the Kimberley coast,LOC,0.00000000,0.30000000,en,1.00000000,,0,,,,,,
Berkeley River,Berkeley River,LOC,0.20000000,0.20000000,en,1.00000000,,-1,,,,,,
Cockatoo Island,Cockatoo Island,LOC,0.20000000,0.20000000,en,1.00000000,,-1,,,,,,
Luftwaffe,Luftwaffe,GPE,0.15000000,0.47500000,en,1.00000000,,-1,,,,,,
Lismore NSW,Lismore NSW,GPE,0.00000000,0.00000000,en,1.00000000,,0,,,,,,
New South Waleswould,New South Waleswould,LOC,0.36753247,0.63344156,en,1.00000000,,-1,,,,,,
Resort Island,Resort Island,LOC,0.25000000,0.33333333,en,1.00000000,,0,,,,,,
Iran,Iran,GPE,0.25000000,0.67500000,en,1.00000000,,-1,,,,,,
Guatemala,Guatemala,GPE,-0.12500000,0.25000000,en,1.00000000,,0,,,,,,
Denpasar,Denpasar,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
