,summary,Hazard,Mitigation,Impacts,Causes,word
storm inclement,5.822194486312737,0.018948420579433904,0.11715808411958045,-0.10170915543027322,-0.058399133419814175,storm inclement
inclement weather,5.264086710064621,-0.00929419282323657,0.1261838975802371,-0.08268425425507529,-0.04246324971251737,inclement weather
danger,10.392559081315596,-0.10258600670729282,0.2213341021752131,-0.03252158624984662,-0.06973114998065286,danger
weather danger,4.825446568069384,-0.024731151496673803,0.12843543180319533,-0.07038556041530808,-0.03321804838060762,weather danger
danger all,4.58715672943101,-0.04495053551096571,0.162860770408977,-0.07458703390071626,-0.039816165893148986,danger all
Luckily,4.523196210151608,-0.05318673292849803,0.17920983124179385,-0.07816703068255436,-0.04419608324927329,Luckily
you,14.80792024633184,0.09557158069840271,-0.022403295137746537,-0.1738588269911781,0.026065631892223193,you
luckily you,4.447719343925059,-0.06791061711356473,0.21033244782721597,-0.08654325715068673,-0.05374288786189424,luckily you
can,33.34980768157155,-0.06828625407540104,0.1261259906789532,-0.15753334145114267,0.09954318466680662,can
you can,6.248332159672977,-0.05490148712582503,0.12221397075115871,-0.11248543081444298,0.05176786455226082,you can
can have,4.410663129084619,-0.0870884914285272,0.2528021947144347,-0.10038222013102258,-0.06863981908049516,can have
have emergency,4.417696548653355,-0.10424830678420648,0.29102682247001255,-0.11459672248223425,-0.08346710429253934,have emergency
sent,4.318574639447022,-0.12715558039223993,0.3340148728673101,-0.12912439456257965,-0.09985198287519853,sent
alerts sent,4.318574639447022,-0.12715558039223993,0.3340148728673101,-0.12912439456257965,-0.09985198287519853,alerts sent
sent right,4.197263106750981,-0.11033455239943547,0.29287021230536003,-0.11020908680452564,-0.08142701133956755,sent right
right your,5.662474163573621,-0.08216979807801839,0.2571331007705085,-0.1124116429626297,-0.07052617684510575,right your
iPhone,3.990870596209095,-0.08934034512849336,0.23456389811678968,-0.08400829180512734,-0.056489878088717554,iPhone
your iphone,3.990870596209095,-0.08934034512849336,0.23456389811678968,-0.08400829180512734,-0.056489878088717554,your iphone
Android,16.545160622721383,-0.0059972938715767525,0.08564662935438226,-0.09907291496617109,0.011542037916200669,Android
iphone android,3.890543610149452,-0.08245851125116785,0.2123443594825693,-0.07388601344462718,-0.04718565111096891,iphone android
post,7.432943833066588,-0.06518018228962726,0.12652896363957308,-0.1574775554813711,0.09524146680510868,post
the post,7.432943833066588,-0.06518018228962726,0.12652896363957308,-0.1574775554813711,0.09524146680510868,the post
post these,3.7527443542128904,-0.07581344179997428,0.18758522545091352,-0.06216863068101427,-0.036795995474488155,post these
appeared,9.836947516246754,-0.05067245122198101,0.15640701697253712,-0.2222144408644335,0.09292338379549801,appeared
phone appeared,3.4988723054807873,-0.06945240308554101,0.14749653457991582,-0.04081727697373701,-0.0182133592638986,phone appeared
appeared first,9.347492926161125,-0.1286344724541502,0.16630002484722844,-0.1072791508347978,0.09325085464301375,appeared first
Reader,3.563948204786609,-0.07380151705471713,0.15397190372155273,-0.04206298430632684,-0.018464442957338813,Reader
first reader,3.563948204786609,-0.07380151705471713,0.15397190372155273,-0.04206298430632684,-0.018464442957338813,first reader
Digest,3.604873421088773,-0.07462130204929457,0.1578186038969252,-0.04405966771509667,-0.01992404762841082,Digest
reader digest,3.604873421088773,-0.07462130204929457,0.1578186038969252,-0.04405966771509667,-0.01992404762841082,reader digest
Skip,8.583108598034187,-0.04001057125926202,0.12546657794896907,-0.039444756286142524,-0.03623733439881352,Skip
main,4.979658976279604,-0.050835377019680626,0.06665964577983945,0.05441897144745648,-0.048690876264614505,main
ski+p main,3.6871053496129855,-0.07658064650527541,0.166161019913979,-0.04823287484993546,-0.02306581074900764,ski+p main
content,3.7157940180297984,-0.07737123170350318,0.1692869093815957,-0.04974946396345576,-0.02423745716138272,content
main content,3.7157940180297984,-0.07737123170350318,0.1692869093815957,-0.04974946396345576,-0.02423745716138272,main content
Keep,3.771835431249973,-0.07909208994479092,0.1757560369683558,-0.05282094246013669,-0.026657328385644052,Keep
content keep,3.771835431249973,-0.07909208994479092,0.1757560369683558,-0.05282094246013669,-0.026657328385644052,content keep
yourself,3.8057984654310495,-0.08025735342750073,0.17993106571355652,-0.05476188955037317,-0.028217730118714864,yourself
keep yourself,3.8057984654310495,-0.08025735342750073,0.17993106571355652,-0.05476188955037317,-0.028217730118714864,keep yourself
yourself and,3.873127914903801,-0.08286939019508216,0.18884275757817529,-0.05881789361917752,-0.03155166436007094,yourself and
and your,3.8057984654310495,-0.08025735342750073,0.17993106571355652,-0.05476188955037317,-0.028217730118714864,and your
loved,3.9504713340913593,-0.08642711591372546,0.20025869788981493,-0.0638834840629398,-0.03584184208687527,loved
your loved,3.9504713340913593,-0.08642711591372546,0.20025869788981493,-0.0638834840629398,-0.03584184208687527,your loved
ones,4.00935279818414,-0.08959184583632061,0.20991446326341293,-0.0680901892240678,-0.03949811159477718,ones
loved one+s,4.00935279818414,-0.08959184583632061,0.20991446326341293,-0.0680901892240678,-0.03949811159477718,loved one+s
safe,4.064299457422498,-0.09294693168693269,0.21976807057761177,-0.0723364664470442,-0.04326289559999604,safe
one+s safe,4.064299457422498,-0.09294693168693269,0.21976807057761177,-0.0723364664470442,-0.04326289559999604,one+s safe
safe with,4.1262296797751805,-0.09724548843549716,0.23194309600528512,-0.07754712943019475,-0.04796936446440014,safe with
real-time,4.19765329760166,-0.10295618998212407,0.24750437099215694,-0.08419072962963353,-0.05408394337553599,real-time
with real-time,4.19765329760166,-0.10295618998212407,0.24750437099215694,-0.08419072962963353,-0.05408394337553599,with real-time
real-time emergency,4.391618123253796,-0.12306098774483229,0.29839264103302904,-0.10622154725698346,-0.07497209691049603,real-time emergency
delivered,4.641255188255787,-0.12719407133976715,0.31105600455189847,-0.11378094704934816,-0.08026362736037337,delivered
alerts delivered,4.641255188255787,-0.12719407133976715,0.31105600455189847,-0.11378094704934816,-0.08026362736037337,alerts delivered
delivered right,4.657685295571979,-0.09368795060250723,0.23091632695530476,-0.08232564813502632,-0.047217955410443796,delivered right
phone,8.541475275301757,0.004336467054290441,0.12380296469739045,-0.144976765630997,-0.006026621722074116,phone
Whether,5.024657743734909,-0.06332389436249469,0.1504972066952879,-0.055813367879372675,-0.016374339478311677,Whether
phone whether,5.024657743734909,-0.06332389436249469,0.1504972066952879,-0.055813367879372675,-0.016374339478311677,phone whether
whether its,5.332964524384505,-0.06510332390088709,0.15510099501815508,-0.058443347684416044,-0.016784114435555546,whether its
tornadoes,5.53016211707794,-0.06640752145722914,0.15788652410566562,-0.05985525109798387,-0.016895500566664723,tornadoes
its tornado+es,5.53016211707794,-0.06640752145722914,0.15788652410566562,-0.05985525109798387,-0.016895500566664723,its tornado+es
flash,21.114688932713655,-0.17603273837065975,-0.026052688486959227,0.40059699423916056,-0.23209357224357857,flash
tornado+es flash,6.357072658167956,-0.0727401600220863,0.1684039772485826,-0.06408555867974518,-0.016481713621250817,tornado+es flash
flash flood+s,7.201862434369703,-0.07972640719166649,0.17748894417666602,-0.06658416954089932,-0.015246247818600824,flash flood+s
flood+s hurricanes,10.376084589961955,-0.10187636371554858,0.20093021656452725,-0.07022905166486747,-0.00983130151540931,flood+s hurricanes
hurricanes just,6.531562073781823,-0.015077521464384142,0.14132584511387164,-0.09116369081445633,-0.043559845755962,hurricanes just
just bad,6.210179031695844,0.031802514944473635,0.11368639172961104,-0.11137254804849646,-0.06612345884592798,just bad
bad storms,6.162155097045987,0.10286350383906352,0.07158158526161637,-0.14844543364900098,-0.10477376142553198,bad storms
incleme…,5.479559559191579,0.024667770567683434,0.11040237840413945,-0.10120326275082149,-0.06014164883482189,incleme…
storms incleme…,5.479559559191579,0.024667770567683434,0.11040237840413945,-0.10120326275082149,-0.06014164883482189,storms incleme…
+8905,5.039064425116958,-0.004349908767366717,0.12072140099114433,-0.08242008913788659,-0.0439455310454659,+8905
incleme… +8905,5.039064425116958,-0.004349908767366717,0.12072140099114433,-0.08242008913788659,-0.0439455310454659,incleme… +8905
+8905 char+s,4.8518122106225645,-0.013540504558579162,0.12298642844538625,-0.07583456377311729,-0.03866705173841676,+8905 char+s
after helene,2.1771532346909535,-0.0398925372084163,-0.04761477322116184,-0.04687098151699738,0.13618740446304786,after helene
group,2.1796556956266695,-0.03934322279652201,-0.04876353198058281,-0.04801974027641836,0.13734840072831012,group
helene group,2.1796556956266695,-0.03934322279652201,-0.04876353198058281,-0.04801974027641836,0.13734840072831012,helene group
raft,2.1819934800168603,-0.0388312544540828,-0.04983550476881747,-0.04909171306465327,0.13842911848577671,raft
group raft,2.1819934800168603,-0.0388312544540828,-0.04983550476881747,-0.04909171306465327,0.13842911848577671,group raft
guides,2.463348623037775,0.015328991698806702,-0.17111825862829258,-0.1703744669241285,0.24604278039726854,guides
raft guide+s,2.18332917954246,-0.038539257929522126,-0.05044746391660656,-0.04970367221244219,0.13904491580078757,raft guide+s
embarks,2.185245622626966,-0.03812096165025028,-0.05132484077026266,-0.05058104906609826,0.1399263362624444,embarks
guide+s embarks,2.185245622626966,-0.03812096165025028,-0.05132484077026266,-0.05058104906609826,0.1399263362624444,guide+s embarks
river,2.3866934484209485,0.0019091847740931207,-0.13950551908591244,-0.13876172738174808,0.2205382843473777,river
embarks river,2.1889571359018447,-0.03731305321172369,-0.05302184219908191,-0.052278050494917565,0.1416262973822968,embarks river
clean-up,2.1907411926560116,-0.036925731916641315,-0.05383653614327921,-0.05309274443911495,0.14244014379314143,clean-up
river clean-up,2.1907411926560116,-0.036925731916641315,-0.05383653614327921,-0.05309274443911495,0.14244014379314143,river clean-up
mission,2.193507303334341,-0.036326516847028006,-0.055098376592280056,-0.054354584888115905,0.14369777899335998,mission
clean-up mission,2.193507303334341,-0.036326516847028006,-0.055098376592280056,-0.054354584888115905,0.14369777899335998,clean-up mission
popular,2.8822155930179862,-0.3072294541210319,0.1048034598010842,0.3502613819770484,-0.12644585075905873,popular
mission popular,2.196715621009919,-0.0356334979423704,-0.05655995077746362,-0.055816159073299405,0.14515010541960285,mission popular
rafting,2.472418488651619,0.016858591883564346,-0.17479342223198885,-0.17404963052782466,0.2489053526467281,rafting
popular rafting,2.19939177657732,-0.03505705841126432,-0.05777746238759865,-0.057033670683434394,0.14635634251707008,popular rafting
rafting river,2.1889571359018447,-0.03731305321172369,-0.05302184219908191,-0.052278050494917565,0.1416262973822968,rafting river
river the,2.2054332783432327,-0.03376114608094815,-0.06052059314943024,-0.059776801445265815,0.14906224783730665,river the
Appalachian,2.2069306637208195,-0.033441110081105105,-0.06119931569123795,-0.06045552398707367,0.1497292453209842,Appalachian
the appalachian,2.2069306637208195,-0.033441110081105105,-0.06119931569123795,-0.06045552398707367,0.1497292453209842,the appalachian
mountains,2.2116130793090107,-0.03244328383017671,-0.0633187548609285,-0.06257496315676409,0.15180568901687133,mountains
appalachian mountain+s,2.2116130793090107,-0.03244328383017671,-0.0633187548609285,-0.06257496315676409,0.15180568901687133,appalachian mountain+s
still,15.34829710110143,0.04626530683810266,0.0114692350252464,-0.058554815089246155,-0.02679958936601335,still
mountain+s still,2.2170366057116135,-0.03129307673402309,-0.06576804730881539,-0.06502425560465111,0.15419332211131617,mountain+s still
still closed,2.2196749415160144,-0.03073568690658241,-0.06695736786179991,-0.06621357615763582,0.15534810144331776,still closed
closed year,2.174508879018622,-0.040474444780187864,-0.046399441732311385,-0.0456556500281471,0.13495588584278695,closed year
because,2.2387792428416695,-0.026740909888051917,-0.0755273418756433,-0.07478355017147897,0.16358143321658708,because
helene becaus+e,2.2387792428416695,-0.026740909888051917,-0.0755273418756433,-0.07478355017147897,0.16358143321658708,helene becaus+e
becaus+e there,2.2434326683101435,-0.025778725012084797,-0.07760373952601095,-0.07685994782184659,0.16555337038529672,becaus+e there
there just,2.2483528893612177,-0.02476594356146167,-0.07979450440370367,-0.07905071269953944,0.16762437217128354,there just
just too,2.251575186337579,-0.024105193923596127,-0.08122665952837124,-0.080482867824207,0.16897296775008921,just too
much,3.3855687389916094,0.18496441924831455,0.0008151303531602094,-0.09651507321890347,-0.23662506590490212,much
too much,2.2542403400097797,-0.023560195250934262,-0.0824096435930447,-0.08166585188888058,0.17008380561930492,too much
debris,2.7241731452040616,0.1749378698003291,-0.0399113914082873,-0.27101776285231416,-0.016309411006999192,debris
much debri+s,2.2576875072569362,-0.02285729558527488,-0.08393766799173509,-0.08319387628757095,0.17151447555774396,much debri+s
Now,5.841891916718664,-0.05430409797110043,0.08550524532448167,-0.1303720759469865,0.10155858942642917,Now
now rafting,2.267312705436169,-0.02090659390727793,-0.08819190544748684,-0.08744811374332258,0.17547311197636725,now rafting
rafting guide+s,2.273771003671667,-0.019607485073977804,-0.09103629370520888,-0.0902925020010447,0.1780998920773607,rafting guide+s
guide+s have,2.279803406363092,-0.018401063455092927,-0.09368581940839273,-0.09294202770422838,0.18053246938121464,guide+s have
come,2.3707085873337923,0.05447833371011463,-0.13278549789721183,-0.13204170619304773,0.14524764680299318,come
have come,2.2843528185878426,-0.01749567453335244,-0.09567935929055975,-0.09493556758639562,0.18235378540964514,have come
together,4.35365024579131,-0.06497865930144126,0.09017626193081522,-0.08996750075865977,0.07905371952899838,together
come together,2.289120970608091,-0.016550831559754668,-0.09776449368406488,-0.09702070197990073,0.18425058222587054,come together
help,5.4796811489413555,-0.068324082616613,0.07100747149614628,-0.13613714599536927,0.13645974092976798,help
together help,2.3015705642666555,-0.014103341893125834,-0.10318834936435595,-0.10244455766019159,0.18914564956242802,together help
clean,2.307232479169084,-0.012999482444831732,-0.10564535075817293,-0.10490155905400861,0.19134481465464565,clean
help clean,2.307232479169084,-0.012999482444831732,-0.10564535075817293,-0.10490155905400861,0.19134481465464565,help clean
ERWIN,2.323518584593682,-0.009855985402774122,-0.11267927348388103,-0.1119354817797167,0.19757849181745896,ERWIN
Tenn,3.7250524496467583,0.1623062127245385,-0.5846775376134791,-0.0034001295997469452,0.1612969059171863,Tenn
erwin tenn,2.3333885837369195,-0.00797346690147395,-0.11691814429026262,-0.11617435258609843,0.20129127649442508,erwin tenn
Amelia,2.3508272201460105,-0.004688199095425358,-0.1243638802273577,-0.12362008852319349,0.2077346314896244,Amelia
when amelia,2.3508272201460105,-0.004688199095425358,-0.1243638802273577,-0.12362008852319349,0.2077346314896244,when amelia
Taylor,2.3634061039429257,-0.002350272494704892,-0.12970044835410616,-0.128956656649942,0.21229243218113916,Taylor
amelia taylor,2.3634061039429257,-0.002350272494704892,-0.12970044835410616,-0.128956656649942,0.21229243218113916,amelia taylor
learned,2.3773945776466743,0.00021892593764711573,-0.13560177820945052,-0.13485798650528616,0.21727501717745343,learned
taylor learned,2.3773945776466743,0.00021892593764711573,-0.13560177820945052,-0.13485798650528616,0.21727501717745343,taylor learned
learned that,2.395478831934206,0.003493355666397698,-0.1431797461449671,-0.1424359544408029,0.22358620772194948,learned that
whitewater,2.40815475377998,0.005757517230130859,-0.14845739734049737,-0.14771360563633334,0.22792489052280152,whitewater
that whitewater,2.40815475377998,0.005757517230130859,-0.14845739734049737,-0.14771360563633334,0.22792489052280152,that whitewater
outfitters,2.4408339557964123,0.011479929556966226,-0.16193637151133342,-0.1611925798071691,0.23879978193025517,outfitters
whitewater outfitters,2.4408339557964123,0.011479929556966226,-0.16193637151133342,-0.1611925798071691,0.23879978193025517,whitewater outfitters
near,6.929751415432445,0.22800203411694764,-0.1776092168927514,-0.38314550974016987,0.08220298656068144,near
outfitters near,2.482638932383704,0.018568054426151042,-0.17891868551665363,-0.17817489381248922,0.2520940309243564,outfitters near
near the,7.755313561246126,0.020434427801183902,0.020789294883941337,-0.21629375994513728,0.125988681627289,near the
Nolichucky,2.527190417431721,0.02584879050550201,-0.19670478416472828,-0.19596099246056387,0.26555267354724843,Nolichucky
the nolichucky,2.527190417431721,0.02584879050550201,-0.19670478416472828,-0.19596099246056387,0.26555267354724843,the nolichucky
River,3.3230010312523866,0.11839398932117828,-0.4704649051491741,-0.22333959559751512,0.31522783358732365,River
nolichucky river,2.6028526346197953,0.0376096960947054,-0.2262046161798938,-0.22546082447572952,0.2868873668820838,nolichucky river
would,3.838878180210421,-0.03406510710098128,-0.03133244384816426,-0.17179978397434453,0.20620160728790182,would
river would,2.6607192931648136,0.04612690003101362,-0.2481931026423703,-0.24744931093820588,0.30203710695251706,river would
would remain,2.739249130127799,0.05707662100035963,-0.277280448183788,-0.2765366564796237,0.3211583070780884,would remain
remain closed,2.880093495639454,0.07513458778514158,-0.3274193628236192,-0.32667557111945494,0.3518626434650612,remain closed
closed this,3.156506388127105,0.10563794700352287,-0.4190624480632592,-0.41831865635909493,0.4015566018213591,closed this
this season,3.6888869777568463,0.1508870055872793,-0.5749213859471279,-0.5741775942429636,0.4707940646477076,this season
season she,3.00937819715038,0.09013947259301233,-0.37133008383959426,-0.37058629213542993,0.37663422661278473,season she
had,8.170017562835103,-0.031263405589109124,0.04269712625890141,0.028104097511985927,-0.02468662881284692,had
she hab+d,2.880093495639454,0.07513458778514158,-0.3274193628236192,-0.32667557111945494,0.3518626434650612,she hab+d
figure,2.739249130127799,0.05707662100035963,-0.277280448183788,-0.2765366564796237,0.3211583070780884,figure
hab+d figur+e,2.739249130127799,0.05707662100035963,-0.277280448183788,-0.2765366564796237,0.3211583070780884,hab+d figur+e
figur+e out,2.4408339557964123,0.011479929556966226,-0.16193637151133342,-0.1611925798071691,0.23879978193025517,figur+e out
out how,2.611450424145492,0.03890048076103542,-0.2295023904829102,-0.228758598778746,0.2891992586932472,out how
how make,2.5578905026278527,0.030709674327429583,-0.20877950182638857,-0.20803571012222422,0.27443018159589794,how make
make for,2.511015783585884,0.023237119659286813,-0.1902839713716298,-0.1895401796674655,0.26074747871235954,make for
lost,2.4741676912474686,0.0171522228131463,-0.17550065853805716,-0.1747568668338927,0.24945385152778218,lost
the lost,2.4741676912474686,0.0171522228131463,-0.17550065853805716,-0.1747568668338927,0.24945385152778218,the lost
income,2.4547719434611732,0.013871553669596722,-0.16763046765000447,-0.1668866759458402,0.24330694479554982,income
lost income,2.4547719434611732,0.013871553669596722,-0.16763046765000447,-0.1668866759458402,0.24330694479554982,lost income
went,3.021951164610215,0.22313952785320115,-0.37549930920206526,-0.3747555174979009,0.21110983605551734,went
she went,2.4055244807879204,0.00528977624132781,-0.14736456455058275,-0.14662077284641842,0.22703026744379504,she went
fr…,2.393079185002416,0.0030618754722909207,-0.1421775040820449,-0.14143371237788055,0.22275705062093154,fr…
went fr…,2.393079185002416,0.0030618754722909207,-0.1421775040820449,-0.14143371237788055,0.22275705062093154,went fr…
+4227,2.3816883303184215,0.001001137859009974,-0.1374062241162903,-0.136662432412126,0.21878662723237483,+4227
fr… +4227,2.3816883303184215,0.001001137859009974,-0.1374062241162903,-0.136662432412126,0.21878662723237483,fr… +4227
+4227 char+s,2.369213545531356,-0.001279750915606948,-0.1321546681873105,-0.13141087648314623,0.2143718538938343,+4227 char+s
Why,10.983245458438525,0.04303599810460862,-0.018025235783758545,-0.15383152229181787,0.08480398171091233,Why
why has,10.398382750671223,-0.044186553402037206,0.09937180771904247,-0.04851198055809678,0.006839534564834397,why has
has the,11.110991187625425,-0.054693192374248606,0.1101661468802727,-0.05158659343516029,0.012564479304812678,has the
gone,10.899525408284834,-0.030208659691280015,0.05230284926824678,-0.09391496614373965,0.07384227116063395,gone
season gone,10.899525408284834,-0.030208659691280015,0.05230284926824678,-0.09391496614373965,0.07384227116063395,season gone
'remarkably,10.07232904530792,-0.02582881752988153,0.05457322319024907,-0.07608323189286298,0.05117833994932427,'remarkably
gone 'remarkably,10.07232904530792,-0.02582881752988153,0.05457322319024907,-0.07608323189286298,0.05117833994932427,gone 'remarkably
quiet,10.561794996954601,0.028353501381894245,0.01856807410454717,-0.0459927509897505,-0.017713808638957766,quiet
'remarkably quiet,8.817418822844417,-0.009284476483661052,0.04577262086817799,-0.05172195238476361,0.0158499992415081,'remarkably quiet
peak,7.111416214514305,0.03671452295232953,-0.04788044070759088,-0.13354131086056423,0.10388084204267992,peak
the peak,6.3250037739665395,-0.030669089216065037,0.0693103382735779,-0.016350531879395617,-0.010092575385940503,the peak
peak the,6.0769830506562785,-0.026340938875913926,0.0635952910853778,-0.013760736125623917,-0.012776119502900248,peak the
season but,7.090497977797247,0.007087597367113667,0.009845918299649484,-0.0504567930202247,0.026403589931484513,season but
very,7.959256109067866,0.048557625297725004,0.12402728090680482,-0.2125474483377816,-0.0191772855797802,very
but very,6.621451359319934,0.02408995251917077,-0.00030642944845549766,-0.028526490970862992,-0.008695285287347079,but very
very unusually,6.372181632980658,0.0402923737553602,-0.01368356345319631,-0.015458081204356194,-0.03294181100311905,very unusually
unusually there,6.0639659998578175,0.08550917550689564,-0.05795877231217343,0.010725588083073704,-0.09019840440867317,unusually there
are currently,6.517651973163276,0.10896170410503618,-0.071454515865201,0.03165150302650264,-0.14170117932057952,are currently
currently tropical,8.355968628096859,0.20095717163128984,-0.18309997243082182,0.08661745223321048,-0.28682449983927594,currently tropical
tropical storms,12.353283705480624,0.38299861353196535,-0.4136465423350442,0.06648206583003342,-0.5439498736974147,tropical storms
storms hurricanes,11.41133254474732,-0.007124166150573328,0.10582687150915412,-0.03169788537020828,-0.0707529353840401,storms hurricanes
les+t named,7.365078957725366,0.13535029921155217,-0.0829288009643453,0.04789584130488274,-0.20030467235966404,les+t named
named tropical,7.88536184572146,0.2243817190349435,-0.2171662295465677,0.10033567930190286,-0.3271345975902778,named tropical
'Fernand,6.273990755285204,0.1677275170417819,-0.10477139267897335,0.01239595595820512,-0.20160502440283046,'Fernand
storm 'fernand,6.273990755285204,0.1677275170417819,-0.10477139267897335,0.01239595595820512,-0.20160502440283046,storm 'fernand
weakened,6.208986862405032,0.18423598205815317,-0.14981990462454114,-0.06380909697792171,-0.10789439653302524,weakened
'fernand weakened,5.723282948126788,0.1246042890291591,-0.06836475086970245,0.017646056776916722,-0.15899874265166225,'fernand weakened
weakened the,5.31667269758515,0.09833500612762779,-0.047743724284650596,0.018708780796796696,-0.13231546880875572,weakened the
mid-Atlantic,5.21399288829481,0.09180389953039389,-0.043543817834847516,0.018453344283072787,-0.12450983730322371,mid-Atlantic
the mid-atlantic,5.21399288829481,0.09180389953039389,-0.043543817834847516,0.018453344283072787,-0.12450983730322371,the mid-atlantic
mid-atlantic august,4.9193154656621045,0.09617272100565544,-0.04649668089179611,0.0013065041377736016,-0.11081368747991582,mid-atlantic august
and there,4.931296296351395,0.11878305868468726,-0.05719437750014589,-0.022944080619336404,-0.1155016405266836,and there
are storms,5.401721005665526,0.21445423511308126,-0.10997633313490363,-0.10244262801463869,-0.1701191788191866,are storms
storms predicted,5.187770832518913,0.12395403856753756,-0.04578418693503641,-0.051985138483514166,-0.10709066638347457,storms predicted
predicted the,4.931296296351395,0.11878305868468726,-0.05719437750014589,-0.022944080619336404,-0.1155016405266836,predicted the
Hu…,5.417028962503956,0.022544669828317248,0.029952055572586116,-0.027770829655799415,-0.03754759658925216,Hu…
national hu…,5.417028962503956,0.022544669828317248,0.029952055572586116,-0.027770829655799415,-0.03754759658925216,national hu…
hu… ski+p,5.5072390506762705,0.012454305352169022,0.03834185127822626,-0.027947347225484413,-0.030547453596268856,hu… ski+p
comments,7.543512844739021,-0.05229206946710764,0.11038416577406596,-0.027811836768516306,-0.012723585508312683,comments
ski+p comments,7.543512844739021,-0.05229206946710764,0.11038416577406596,-0.027811836768516306,-0.012723585508312683,ski+p comments
BBC,5.365021868763999,-0.03526820701083377,0.05804138364071992,-0.03506024753480282,0.025142847607228944,BBC
quiet bbc,5.365021868763999,-0.03526820701083377,0.05804138364071992,-0.03506024753480282,0.025142847607228944,quiet bbc
September,6.1458962672223425,-0.06627131416813051,0.08897585479237495,-0.042569891486984805,0.04223677558255848,September
bbc september,5.019168097273277,-0.029926657546151873,0.053196989260514145,-0.026105546028720422,0.014504640385861262,bbc september
september 2025,5.9340257849006575,-0.0647275248839552,0.08736180074579826,-0.03881303545038586,0.03855485256554918,september 2025
Simon,4.677473125927354,-0.024458387644044392,0.04726054303694961,-0.017405268705484426,0.004777487931709628,Simon
2025 simon,4.677473125927354,-0.024458387644044392,0.04726054303694961,-0.017405268705484426,0.004777487931709628,2025 simon
King,4.59378219118121,-0.023158406479699856,0.04568513350286872,-0.015281267742398456,0.0025435415918488285,King
simon king,4.59378219118121,-0.023158406479699856,0.04568513350286872,-0.015281267742398456,0.0025435415918488285,simon king
Lead,4.530340322184349,-0.022196867233825593,0.04446974189432413,-0.01367139976298962,0.0008965309269725222,Lead
king lead,4.530340322184349,-0.022196867233825593,0.04446974189432413,-0.01367139976298962,0.0008965309269725222,king lead
lead weather,4.471801846699039,-0.02133283706420225,0.04333601662895692,-0.012185857311621577,-0.0005846550143352007,lead weather
Presenter,4.3868206763299336,-0.02012705316205102,0.041676406277664974,-0.010028866050785809,-0.002663354685856107,Presenter
weather present+er,4.3868206763299336,-0.02012705316205102,0.041676406277664974,-0.010028866050785809,-0.002663354685856107,weather present+er
present+er posted,4.28428936079243,-0.01876652437533931,0.03966681808315411,-0.007425836371895137,-0.005046577065102226,present+er posted
09/29/2025,4.20261377631184,-0.017772638594343255,0.0380736143753272,-0.0053523579766103415,-0.0068360674802882835,09/29/2025
posted 09/29/2025,4.20261377631184,-0.017772638594343255,0.0380736143753272,-0.0053523579766103415,-0.0068360674802882835,posted 09/29/2025
5:11:54,4.122924047066208,-0.0168940912284657,0.036537593600392736,-0.0033302344300070188,-0.008478453871068834,5:11:54
09/29/2025 5:11:54,4.122924047066208,-0.0168940912284657,0.036537593600392736,-0.0033302344300070188,-0.008478453871068834,09/29/2025 5:11:54
PDT,4.05191850510147,-0.01619821744923731,0.03519361061700911,-0.0015302067183609552,-0.009847321977611947,PDT
5:11:54 pdt,4.05191850510147,-0.01619821744923731,0.03519361061700911,-0.0015302067183609552,-0.009847321977611947,5:11:54 pdt
jerod,4.010542739905339,-0.015834637065358793,0.03442466531190499,-0.00048249503028461905,-0.010600708508066596,jerod
pdt jerod,4.010542739905339,-0.015834637065358793,0.03442466531190499,-0.00048249503028461905,-0.010600708508066596,pdt jerod
+7281,3.9302306721985416,-0.015226046081999,0.03296965888145435,0.0015475731000211285,-0.011962917085780858,+7281
jerod +7281,3.9302306721985416,-0.015226046081999,0.03296965888145435,0.0015475731000211285,-0.011962917085780858,jerod +7281
+7281 char+s,3.9008714314283095,-0.015037967825067685,0.03245217514848389,0.002288195269700896,-0.012425987051373965,+7281 char+s
Bualoi,3.1993167398908673,0.3127265546837669,-0.43253387366219803,-0.43179008195803376,0.1281932554601838,Bualoi
typhoon bualoi,2.681977703884195,0.21606820286656003,-0.2561510770216499,-0.2554072853174856,0.07750173285163539,typhoon bualoi
kills,5.537693135236177,0.182275417694748,-0.10377587874593387,-0.29037411514145434,0.04170080928369829,kills
bualoi kills,2.70651152228181,0.22453568435761687,-0.265257149947651,-0.2645133582434867,0.0756834857554461,bualoi kills
dozens,5.863331315872532,0.34563962155845995,-1.0383145314394355,0.15499837600451954,-0.14696816897488577,dozens
kills dozens,2.730330097772462,0.232756188208221,-0.2740191222612167,-0.27327533055705244,0.07358320460477495,kills dozens
Vietnam,3.495960063873068,0.3564455360985899,-0.5212046397897748,-0.5204608480856106,0.1425115377729721,Vietnam
dozens vietnam,2.777924227733646,0.24919771602635657,-0.29130057356534095,-0.29055678186117667,0.06837963990271229,dozens vietnam
vietnam and,3.5106625323226366,0.3637622906417059,-0.5254013807521454,-0.5246575890479812,0.13330171604644753,vietnam and
and philippines,2.856607647063786,0.27641878336882647,-0.3192313888627615,-0.3184875971585972,0.056864918869965406,and philippines
philippines the,2.9915728838643663,0.32265153792865026,-0.36539590264196475,-0.3646521109378004,0.029768382282872746,philippines the
the deadly,3.0703603126592167,0.348792213116572,-0.39139152583833564,-0.3906477341341713,0.010853383445572346,the deadly
